TRDAR_NO,TRDAR_NM,SIGNGU_NM,DATA_STRD_YM,GRFA_SM,RSDNTL_BULD_GRFA,RSDNTL_BULD_EXCL_GRFA,MOAV_TOTL_LVLH_POPNO,MOAV_NAOR_LVLH_POPNO,MOAV_STPRD_FRNR_LVLH_POPNO,MOAV_LOPRD_FRNR_LVLH_POPNO,ZERO_TIZN_TOTL_LVLH_POPNO,ONE_TIZN_TOTL_LVLH_POPNO,TWO_TIZN_TOTL_LVLH_POPNO,THREE_TIZN_TOTL_LVLH_POPNO,FOUR_TIZN_TOTL_LVLH_POPNO,FIVE_TIZN_TOTL_LVLH_POPNO,SIX_TIZN_TOTL_LVLH_POPNO,SEVEN_TIZN_TOTL_LVLH_POPNO,EIGHT_TIZN_TOTL_LVLH_POPNO,NINE_TIZN_TOTL_LVLH_POPNO,TEN_TIZN_TOTL_LVLH_POPNO,ELEVEN_TIZN_TOTL_LVLH_POPNO,TLV_TIZN_TOTL_LVLH_POPNO,THIRTEEN_TIZN_TOTL_LVLH_POPNO,FOURTEEN_TIZN_TOTL_LVLH_POPNO,FFTN_TIZN_TOTL_LVLH_POPNO,SXTN_TIZN_TOTL_LVLH_POPNO,SVNTN_TIZN_TOTL_LVLH_POPNO,EGHTN_TIZN_TOTL_LVLH_POPNO,NNTN_TIZN_TOTL_LVLH_POPNO,TNT_TIZN_TOTL_LVLH_POPNO,TNONE_TIZN_TOTL_LVLH_POPNO,TNTT_TIZN_TOTL_LVLH_POPNO,TNTTH_TIZN_TOTL_LVLH_POPNO,peak_hour_col,day_ratio,night_ratio,foreigner_ratio,population_density,short_foreigner_ratio,visitor_ratio,visit_intensity,transition_ratio
10166,잠실역9번 출구,송파구,202510,545852.98,30808.14,515044.84,4648.71,4542.21,15.39,92.97,1381.03,1333.09,1343.07,1325.21,1386.02,1546.09,1898.88,3029.92,5084.31,6705.36,7443.58,7472.56,7784.17,8233.24,8578.11,8668.31,8300.43,7408.74,5747.61,4751.64,4112.79,3537.43,3043.96,1343.02,FFTN_TIZN_TOTL_LVLH_POPNO,0.6333698700781824,0.202195757580597,0.02330969236626935,0.008516414071789075,0.0033105958427176573,0.9979736313945159,0.008499156677682697,0.16443437234122057
10167,서울잠실우체국,송파구,202510,441139.34,79317.86,361821.48,9971.33,9426.24,166.47,378.82,8156.93,7329.71,6887.04,6549.54,6538.21,6485.31,6636.2,7169.81,8294.09,9021.39,9548.38,10586.39,10991.22,11231.77,11418.59,11601.24,11930.2,12849.69,13871.33,14427.7,14068.48,12945.84,11294.52,9478.43,NNTN_TIZN_TOTL_LVLH_POPNO,0.4144333165727871,0.31793765803897595,0.05468578414313838,0.02260358371121469,0.01669486417559142,0.8680196122282584,0.019620353967977552,0.26762902538823685
10168,천호역3번 출구,강동구,202510,514914.62,169546.92,345367.7,8249.13,7870.93,45.85,333.22,5500.54,5392.42,5209.14,5154.98,5135.63,5397.27,5830.69,6523.24,7162.83,8194.27,9037.44,9686.68,10203.64,10825.89,11204.73,11301.59,11205.97,11014.71,10922.5,10581.43,9749.67,9010.97,8142.07,5590.74,FFTN_TIZN_TOTL_LVLH_POPNO,0.4681047044171948,0.27274291258306943,0.04595272471157565,0.016020384117273655,0.005558161891011538,0.7862841293566716,0.012596573777609966,0.25915238299973575
10169,면목역1번 출구,중랑구,202510,82101.35,24753.18,57348.17,4060.31,3933.95,5.36,121.85,2903.88,2409.31,2309.85,2296.96,2270.12,2716.01,3207.15,3873.86,4081.31,4011.67,4062.93,4149.96,4368.99,4417.39,4518.12,4780.53,5086.71,5335.09,5679.05,5761.74,5604.59,5494.82,5129.34,2978.12,NNTN_TIZN_TOTL_LVLH_POPNO,0.41798291387670283,0.31450432284050384,0.031330120113981445,0.049454850620604895,0.0013200962488085885,0.6999170014112224,0.03461429075161371,0.26751276328279333
10170,가원중학교,송파구,202510,72404.7,8883.28999999999,63521.41,2208.96,2162.33,5.5,41.21,1679.54,1675.88,1669.2,1655.09,1645.62,1640.42,1654.78,1851.99,2263.65,2474.98,2574.58,2634.01,2705.29,2757.77,2795.9,2779.25,2761.72,2770.07,2634.44,2441.51,2277.07,2088.87,1873.55,1709.94,FOURTEEN_TIZN_TOTL_LVLH_POPNO,0.45748401588075227,0.2456917950954368,0.021145697522816167,0.030508516712312875,0.002489859481384905,0.8796718817905259,0.026837484306957975,0.2968241890238104
10171,방이역1번 출구,송파구,202510,30501.64,4997.05,25504.59,1204.62,1192.91,1.69,10.03,479.31,398.5,387.36,381.18,378.31,448.8,604.22,875.09,1010.99,1187.44,1286.7,1351.39,1430.78,1542.59,1615.33,1799.61,1936.7,2076.28,2115.92,2066.62,1886.48,1726.49,1420.03,504.72,EGHTN_TIZN_TOTL_LVLH_POPNO,0.49209293123271414,0.3362150667362138,0.009729209211203533,0.03949361411386404,0.0014029320449602365,0.8361724029154423,0.03302347021340492,0.1716920020310721
10172,둔촌동역3번 출구,강동구,202510,218358.36,102490.37,115867.99,4696.67,4584.85,29.54,82.45,4564.02,4664.94,4632.5,4629.26,4624.73,4482.91,4244.81,4059.76,4034.54,4289.85,4469.29,4702.2,4743.61,4818.25,4900.37,5057.8,5296.64,5410.14,5388.36,5241.65,4903.14,4621.32,4374.04,4565.96,SVNTN_TIZN_TOTL_LVLH_POPNO,0.3875808651323824,0.25811255118763654,0.023844553694426052,0.02150900015918786,0.0062895626049946024,0.5581422582382837,0.012005081921296717,0.35430658367998114
10173,길동역3번 출구,강동구,202510,259169.09,122938.46,136230.63,4616.99,4433.55,45.68,138.88,5082.17,5371.77,5329.29,5265.83,5335.13,4771.91,4317.74,4058.66,4061.52,4283.57,4452.91,4496.45,4419.54,4332.65,4259.53,4284.46,4342.06,4360.72,4361.15,4414.81,4503.49,4595.7,4758.34,5348.25,ONE_TIZN_TOTL_LVLH_POPNO,0.3540539845398761,0.25252534459489034,0.039974095677053664,0.017814585836605747,0.009893891907931359,0.3525760289712562,0.006280995932038037,0.3934206708652336
10174,명일역4번 출구,강동구,202510,176863.3,95416.95,81446.35,3814.37,3764.29,6.26,44.13,2802.11,2559.14,2517.99,2481.24,2467.93,2917.84,3194.08,3509.05,3588.43,3850.26,4127.39,4320.03,4375.07,4365.84,4393.25,4451.49,4609.9,4890.26,5093.61,5006.89,4790.19,4444.53,4059.08,2729.25,EGHTN_TIZN_TOTL_LVLH_POPNO,0.4302097824181263,0.2853634038397572,0.013210569504269382,0.021566769363683704,0.0016411622364899052,0.6109868733237731,0.013177012981212046,0.2844268137421166
10175,암사역1번 출구,강동구,202510,211743.74,75004.42,136739.32,3275.78,3198.01,5.74,72.93,2517.44,2604.77,2668.98,2665.17,2668.96,2521.87,2489.24,2773.61,2851.48,3098.16,3341.35,3477.13,3560.4,3630.21,3663.56,3813.49,4056.55,4171.51,4221.29,4089.35,3896.98,3688.45,3568.7,2580.01,EGHTN_TIZN_TOTL_LVLH_POPNO,0.41736096748532736,0.28040137036169277,0.024015654286917924,0.015470492775843104,0.001752254424900329,0.7629205868525969,0.01180275742744508,0.30223766215298004
10176,고덕역4번 출구,강동구,202510,227934.2,38077.7,189856.5,2657.59,2633.02,5.32,19.25,1020.19,948.55,941.07,929.77,928.67,993.98,1199.27,1727.39,2133.2,2677.42,3082.21,3332.82,3568.6,3835.23,4045.72,4283.09,4578.13,4709.72,4672.45,4309.39,3664.94,3078.04,2081.9,1040.37,SVNTN_TIZN_TOTL_LVLH_POPNO,0.5348354679963602,0.29549174596266164,0.009245218412170424,0.011659461370869312,0.0020018136732904623,0.8123600705902716,0.00947168086228394,0.16967278604097824
